area,promotion_bureau,commune,type,中国,韓国,台湾,香港,シンガポール,フィリピン,アジアその他,ロシア,イギリス,フランス,ドイツ,ヨーロッパその他,米国,カナダ,中南米,アフリカ,豪州,その他,不明
道南圏域,渡島,函館市,宿泊人数,9571,20251,72929,7874,3865,66,5589,344,245,145,132,520,2581,337,100,,928,331,1757,127565,49202,259.26791593837646
道南圏域,渡島,函館市,宿泊延数,9988,21334,73685,8300,4161,70,5784,391,295,208,160,827,2815,357,124,,999,336,1909,131743,55051,239.31082087518845
道南圏域,渡島,松前町,宿泊人数,4,,7,,,,,4,2,1,1,,4,1,,,,,,24,30,80
道南圏域,渡島,松前町,宿泊延数,4,,7,,,,,4,2,1,1,,4,1,,,,,,24,33,72.727272727272734
道南圏域,渡島,七飯町,宿泊人数,1119,2209,317,734,148,2,137,,2,,8,7,43,9,2,,7,3,4,4751,3978,119.43187531422825
道南圏域,渡島,七飯町,宿泊延数,1119,2209,317,734,148,2,137,,2,,8,7,43,9,2,,7,3,4,4751,3978,119.43187531422825
道南圏域,渡島,鹿部町,宿泊人数,126,8639,365,343,1464,,10,,,,,,8,,,,,,,10955,8835,123.99547255234862
道南圏域,渡島,鹿部町,宿泊延数,126,8639,365,343,1464,,10,,,,,,8,,,,,,,10955,8835,123.99547255234862
道南圏域,渡島,八雲町,宿泊人数,24,2,3,,1,,4,,,,3,2,1,1,,2,,,,43,38,113.1578947368421
道南圏域,渡島,八雲町,宿泊延数,33,2,3,,1,,10,,,,3,2,1,1,,2,,,,58,101,57.42574257425742
道南圏域,檜山,江差町,宿泊人数,,6,1,,,,,,1,,4,1,6,2,,,,,,21,7,300
道南圏域,檜山,江差町,宿泊延数,,6,1,,,,,,7,,4,1,13,2,,,,,,34,7,485.71428571428567
道南圏域,檜山,奥尻町,宿泊人数,1,2,20,2,,,,2,2,1,,,12,,,,,,,42,0,－
道南圏域,檜山,奥尻町,宿泊延数,1,2,20,2,,,,4,2,1,,,40,,,,,,,72,0,－
道南圏域,檜山,せたな町,宿泊人数,7,2,3,6,2,,,,,,1,,6,,,,,,,27,10,270
道南圏域,檜山,せたな町,宿泊延数,7,2,3,6,2,,,,,,1,,6,,,,,,,27,18,150
道央圏域,石狩,札幌市,宿泊人数,71999,54532,134776,135226,35243,466,23643,4625,2090,1414,1616,4913,12724,2527,655,134,5192,1677,8065,501517,659251,76.073756429645158
道央圏域,石狩,札幌市,宿泊延数,88990,69737,164881,186210,42113,750,31365,6095,2792,1976,2406,7592,18875,3610,977,254,7534,1945,11108,649210,766854,84.658879004347625
道央圏域,石狩,千歳市,宿泊人数,11685,2783,1369,1586,7644,170,6531,273,491,144,328,593,6287,277,30,61,1504,412,240,42408,32524,130.38986594514822
道央圏域,石狩,千歳市,宿泊延数,12078,2912,1402,1775,7793,170,6650,278,507,148,338,613,6582,378,30,109,1638,415,243,44059,33868,130.09035077359158
道央圏域,石狩,恵庭市,宿泊人数,8,16,2,,,,1,,,,,,2,1,,,1,9,,40,82,48.780487804878049
