area,promotion_bureau,commune,type,中国,韓国,台湾,香港,シンガポール,フィリピン,アジアその他,ロシア,イギリス,フランス,ドイツ,ヨーロッパその他,米国,カナダ,中南米,アフリカ,豪州,その他,不明
道南圏域,渡島,函館市,宿泊人数,2642,6323,30302,5954,1907,120,2227,369,291,151,98,591,2437,133,84,15,1066,95,4253,59058,49916,118.3147688116035
道南圏域,渡島,函館市,宿泊延数,2836,6831,30744,6344,2017,177,2637,537,349,159,106,688,2697,159,86,15,1151,96,4279,61908,55200,112.15217391304348
道南圏域,渡島,七飯町,宿泊人数,174,3023,1879,483,379,,361,10,5,6,6,10,56,5,,,25,3,,6425,5328,120.58933933933933
道南圏域,渡島,七飯町,宿泊延数,174,3023,1879,483,379,,361,10,9,6,7,10,58,5,,,25,3,,6432,5332,120.63015753938484
道南圏域,渡島,鹿部町,宿泊人数,738,5217,1757,2405,1007,,691,,,,1,,21,,,,,,,11837,12065,98.11023622047243
道南圏域,渡島,鹿部町,宿泊延数,738,5217,1757,2405,1007,,691,,,,2,,21,,,,,,,11838,12066,98.110392839383394
道南圏域,渡島,森町,宿泊人数,,23,834,2,2,,,,5,,,3,25,,,,33,,,927,1356,68.362831858407077
道南圏域,渡島,森町,宿泊延数,,23,906,4,2,,,,9,,,3,116,,,,66,,,1129,1379,81.870920957215375
道南圏域,檜山,乙部町,宿泊人数,14,81,24,,,,,,,,,26,,,6,,,,,151,,
道南圏域,檜山,乙部町,宿泊延数,14,162,48,,,,,,,,,50,,,12,,,,,286,,
道南圏域,檜山,奥尻町,宿泊人数,,11,2,,,1,,2,1,3,,,9,2,1,,,,,32,6,533.33333333333326
道南圏域,檜山,奥尻町,宿泊延数,,19,2,,,1,,4,1,5,,,15,2,2,,,,,51,8,637.5
道央圏域,石狩,札幌市,宿泊人数,25162,95842,275916,152905,42638,351,16177,2745,2274,1280,1399,3720,12412,1923,580,549,4907,1023,18030,659833,501847,131.48090952023225
道央圏域,石狩,札幌市,宿泊延数,28493,108883,304688,177015,47001,534,19548,3692,3030,1539,1808,5444,19025,2622,871,777,6684,1468,18959,752081,559272,134.47499606631479
道央圏域,石狩,千歳市,宿泊人数,3895,2229,2622,1257,10931,6,5052,386,357,116,190,838,2279,173,13,119,960,91,406,31920,23558,135.49537312165717
道央圏域,石狩,千歳市,宿泊延数,3964,2521,2703,1265,10937,6,5132,397,378,124,210,902,2512,253,13,216,997,99,425,33054,25544,129.40025054807393
道央圏域,後志,小樽市,宿泊人数,1023,9706,9213,14599,1113,40,517,904,181,46,35,108,737,129,4,8,341,18,340,39062,38167,102.34495768595909
道央圏域,後志,小樽市,宿泊延数,1196,10858,9885,15546,1245,54,721,2452,249,61,39,129,1021,150,4,8,442,43,423,44526,43110,103.28462073764788
道央,,蘭越町,宿泊人数,6,,4,19,,,,,2,,,,,,,,,,,31,15,206.66666666666669
道央,,蘭越町,宿泊延数,6,,4,19,,,,,2,,,,,,,,,,,31,15,206.66666666666669
道央,,ニセコ町,宿泊人数,1586,2351,13164,7023,2043,16,64,167,892,22,15,113,902,25,,,5412,41,2622,36458,14414,252.93464687109753
道央,,ニセコ町,宿泊延数,1674,2495,13250,7999,2118,56,86,185,1024,50,33,274,980,87,,,6577,101,2622,39611,24313,162.92107103195821
道央,,留寿都村,宿泊人数,247,4510,8617,2441,2884,,2268,89,156,,,,,,,,1612,,,22824,16006,142.59652630263651
道央,,留寿都村,宿泊延数,670,12058,9842,6705,4511,,2778,250,329,,,,,,,,8220,,,45363,31880,142.29297365119197
道央,,倶知安町,宿泊人数,359,321,283,3254,1277,12,239,80,388,57,40,147,332,87,3,3,13157,169,3747,23955,14406,166.28488129945856
道央,,倶知安町,宿泊延数,1442,968,619,12865,5614,65,1247,314,1920,323,107,671,1312,467,16,14,89503,1185,24905,143557,91470,156.94435333989284
道央,,積丹町,宿泊人数,,3,8,,,,,,,,,,,4,,,,,,15,31,48.387096774193552
道央,,積丹町,宿泊延数,,3,8,,,,,,,,,,,4,,,,,,15,31,48.387096774193552
道央,,赤井川村,宿泊人数,506,638,2632,8397,575,,287,16,,,,2,,,,,53,,,13106,14686,89.241454446411552
道央,,赤井川村,宿泊延数,506,638,2632,9764,575,,287,16,,,,2,,,,,53,,,14473,14892,97.18640881009938
道央,空知,夕張市,宿泊人数,654,4664,7386,543,19,,,,,3,,,,,,,10,,,13279,6677,198.87674105137037
道央,空知,夕張市,宿泊延数,974,5566,8829,623,19,,,,,12,,,,,,,30,,,16053,6948,231.04490500863557
道央,空知,芦別市,宿泊人数,8,3,35,41,,,,,,,3,4,3,,,,,,,97,57,170.17543859649123
道央,空知,芦別市,宿泊延数,8,5,35,41,,,,,,,6,64,3,,,,,,,162,67,241.79104477611938
道央,空知,滝川市,宿泊人数,14,24,2,,1,,28,,,,,4,28,5,,7,4,,,117,142,82.394366197183103
道央,空知,滝川市,宿泊延数,14,24,2,,1,,105,,,,,5,30,6,,31,4,,,222,318,69.811320754716974
道央,空知,砂川市,宿泊人数,1,20,10,,,,,,,,6,,6,3,,,,6,,52,36,144.44444444444443
道央,空知,砂川市,宿泊延数,3,61,37,,,,,,,,6,,8,3,,,,18,,136,103,132.03883495145632
道央,空知,深川市,宿泊人数,6,11,3,,,,,,,,2,,,1,,,,,,23,82,28.04878048780488
道央,空知,深川市,宿泊延数,12,12,3,,,,,,,,2,,,1,,,,,,30,143,20.97902097902098
道央,空知,栗山町,宿泊人数,1,124,22,,,,1,,,1,,,,,,,,,,149,230,64.782608695652172
道央,空知,栗山町,宿泊延数,1,326,22,,,,1,,,1,,,,,,,,,,351,469,74.840085287846478
道央,胆振,室蘭市,宿泊人数,136,116,100,14,19,87,116,33,114,161,82,309,180,49,11,10,49,17,28,1631,1479,110.27721433400947
道央,胆振,室蘭市,宿泊延数,248,223,268,21,38,107,228,98,235,312,227,599,477,64,19,48,121,33,68,3434,2975,115.42857142857143
道央,胆振,苫小牧市,宿泊人数,2193,836,5712,201,63,50,192,79,35,7,21,55,213,65,44,5,28,37,15,9851,10518,93.658490207263739
道央,胆振,苫小牧市,宿泊延数,2197,908,5713,203,64,60,209,213,35,8,23,56,230,241,44,5,30,77,15,10331,12479,82.787082298261083
道央,胆振,登別市,宿泊人数,5037,54658,93956,21206,9549,23,2546,39,86,6,4,38,3369,30,2,1,433,5,4940,195928,175017,111.94798219601525
道央,胆振,登別市,宿泊延数,5090,55647,94137,21483,9635,23,2569,71,92,29,5,42,3474,30,2,2,435,5,4940,197711,180380,109.60804967291273
道央,胆振,洞爺湖町,宿泊人数,4972,14760,60201,16038,7809,36,1491,58,57,77,24,162,332,22,21,,89,4,109,106262,96607,109.99409980643225
道央,胆振,洞爺湖町,宿泊延数,5107,18242,60320,16838,7931,36,1835,155,87,100,32,203,453,23,34,,129,4,127,111656,99481,112.23851790794221
道央,胆振,壮瞥町,宿泊人数,6717,30390,48883,4424,3447,42,3679,26,,2,,2,5,,,,11,,,97628,100514,97.128758182939691
道央,胆振,壮瞥町,宿泊延数,6717,30390,48891,4424,3447,42,3679,26,,2,,2,8,,,,11,,,97639,100514,97.139701932069173
道央,胆振,白老町,宿泊人数,13,11,21,26,4,,2,1,,4,,1,20,,,,3,,10,116,53,218.86792452830187
道央,胆振,白老町,宿泊延数,13,11,21,26,4,,2,1,,4,,1,20,,,,3,,10,116,54,214.81481481481484
道央,日高,日高町,宿泊人数,85,17,69,58,35,1,47,,4,3,1,6,14,,,4,1,,,345,173,199.42196531791907
道央,日高,日高町,宿泊延数,85,30,71,58,35,2,47,,5,3,1,10,30,,,4,3,,,384,214,179.43925233644859
道央,日高,新ひだか町,宿泊人数,16,20,1,,9,,11,,5,4,,1,36,1,2,14,8,2,,130,100,130
道央,日高,新ひだか町,宿泊延数,60,202,1,,32,,119,,10,6,,3,75,1,26,38,12,2,,587,271,216.60516605166055
道央,日高,浦河町,宿泊人数,,56,6,7,,,,,,,,,16,,,,8,,3,96,127,75.590551181102356
道央,日高,浦河町,宿泊延数,,56,6,7,,,,,,,,,29,,,,22,,3,123,127,96.850393700787393
道央,日高,様似町,宿泊人数,2,,3,4,,,8,,,,,,2,,,,,,,19,7,271.42857142857144
道央,日高,様似町,宿泊延数,2,,3,4,,,8,,,,,,2,,,,,,,19,7,271.42857142857144
道央,日高,えりも町,宿泊人数,6,2,2,,2,,2,,3,2,,2,15,,,,1,,,37,63,58.730158730158735
